,titulo,precio,sinopsis,formato,editor,coleccion,idioma,isbn
84,Técnicas y procesos en instalaciones domóticas y automáticas: Amazon.es: SERGIO GALLARDO VÁZQUEZ: Libros,"26,60 €","<div> Este libro desarrolla los contenidos del módulo profesional de técnicas y procesos en instalaciones domóticas y automáticas, del Ciclo Formativo de grado superior de sistemas Electrotécnicos y automatizados, perteneciente a la familia profesional de electricidad y Electrónica.</div>",Tapa blanda: 268 páginas,"Editor: Ediciones Paraninfo, S.A (22 de abril de 2013)",Idioma: Español,ISBN-10: 842834101X,"Valoración media de los clientes:




2.0 de un máximo de 5 estrellas






      2 opiniones de clientes"
85,El lado oscuro del Universo (¿Qué sabemos de?): Amazon.es: Alberto Casas González: Libros,,,Tapa blanda: 128 páginas,Editor: Consejo Superior de Investigaciones Cientificas; Edición: 1 (12 de noviembre de 2010),Colección: ¿Qué sabemos de?,Idioma: Español,ISBN-13: 978-8400092146
86,Breve historia de la carrera espacial: Amazon.es: Alberto Martos Rubio: Libros,"12,71 €","<div> <p><i>?Con la ciencia como base, los lectores asistimos a esa carrera por el espacio que el autor culmina con la expedición Apollo-11 y que describe con bastante detalle. En definitiva, la obra resulta completa pese a ser corta y no creo que defraude a los que piden que ensayos de esta naturaleza se sustenten sobre bases científicas.?</i><br/>(Web Anika entre libros)</p> <p><i>?Situado en el contexto de la paranoia de la Guerra Fría internacional y el conflicto ideológico derivado, el trabajo de Martos -ingeniero técnico de Telecomunicación con amplia experiencia tanto en la NASA como en la Agencia Europea del Espacio- expone y detalla (como pocas veces antes) las importantes dificultades, los sacrificios, los atolladeros políticos y las traiciones internas que se vivieron durante aquel periodo pero que, a pesar de conjugarse para alcanzar un sueño, fueron ignoradas por el gran público.?</i><br/>(Web Foros del misterio)</p><p align=""CENTER""><b>La vertiginosa historia de la conquista de la Luna, una carrera por el control militar mundial que acabó convirtiéndose en uno de los hitos más importantes de la historia de la humanidad: los pequeños pasos que provocaron el ?gran salto para la humanidad?.</b></p> <p><b>Alberto Martos</b>, nos descubre en este libro las verdaderas motivaciones que se esconden detrás de la imperiosa necesidad de conquistar el espacio que tuvieron las potencias implicadas en la Guerra Fría. Tras la Segunda Guerra Mundial, el mundo se divide en dos bloques políticos enfrentados, la URSS conoce el poder atómico de los EEUU y se lanza a toda velocidad a una carrera armamentística que le llevará a lanzar el <i>Sputnik</i>, ese fué el pistoletazo de salida: el control del universo era la meta.</p> <p><i>Breve historia de la carrera espacial</i> es un texto imprescindible porque no se limita a darnos una batería de datos científicos, circunscritos a la carrera espacial, sino que nos muestra las teorías clásicas sobre el universo: la cosmología griega, el universo de Dante o el Sueño de Kepler. Completa la información del texto un glosario de términos relacionados con la Ciencia Astronáutica y un apéndice donde se explican, de un modo divulgativo, los fundamentos de la ciencia espacial.</p> <p>El lector se sorprenderá al descubrir el anecdotario de la guerra espacial, las injerencias de intereses extracientíficos en los vuelos espaciales y las motivaciones reales de las potencias que participaron en esta maravillosa aventura que culminó con la misión <i>Apollo XI</i> que llevó al hombre más lejos de lo que se ha llegado nunca: la Luna.</p> <p><b>Razones para comprar el libro:</b></p> <p><i>- El autor es un experto que ha trabajado para la NASA en la Estación Espacial de Fresnedillas (Madrid).</i></p> <p><i>- La carrera espacial es un tema de actualidad tras el envío de varias sondas a Marte.</i></p> <p><i>- Niega, con pruebas irrefutables, la teoría de la conspiración que sospecha de la llegada del hombre a la Luna.</i></p> <p><i>- Introduce un valiosísimo anexo y un glosario indispensable para la comprensión del tema.</i></p> <p>Una lectura amena, rigurosa y perfectamente documentada que nos recrea una época en la que el control militar y la amenaza de destrucción de la tierra eran moneda corriente; una época el la que la ciencia avanzó como nunca antes y posibilitó uno de los acontecimientos más importantes de la historia: la conquista de la Luna.</p></div>",Tapa blanda: 352 páginas,Editor: Ediciones Nowtilus; Edición: 1 (1 de septiembre de 2009),Colección: Breve Historia,Idioma: Español,ISBN-13: 978-8497637657
87,"Quantum Computing for Computer Scientists Hardback: Amazon.es: Yanofsky, Mannucci: Libros en idiomas extranjeros","71,86 €","<div> If you want to understand (or teach) quantum computing without really advanced maths, this textbook is for you. Written for computer science students, it slices through the layers of mathematics that often surround the topic, and explains the quirks of quantum mechanics using step-by-step examples, exercises and heaps of illustrations.</div>",Tapa dura: 368 páginas,Editor: Cambridge University Press; Edición: 1 (6 de noviembre de 2008),Idioma: Inglés,ISBN-10: 0521879965,"Valoración media de los clientes:




3.3 de un máximo de 5 estrellas






      2 opiniones de clientes"
88,What is Life? Paperback (Canto Classics): Amazon.es: Erwin Schrodinger/Penrose: Libros en idiomas extranjeros,"18,29 €",<div> Nobel laureate Erwin SchrÃ¶dinger's What is Life? is one of the great science classics of the twentieth century. The philosopher Karl Popper hailed it as a 'beautiful and important book' by 'a great man to whom I owe a personal debt for many exciting discussions'.</div>,Tapa blanda: 196 páginas,Editor: Cambridge University Press; Edición: Reprint (29 de marzo de 2012),Colección: Canto Classics,Idioma: Inglés,ISBN-13: 978-1107604667
89,Quantum Computing since Democritus: Amazon.es: Scott Aaronson: Libros en idiomas extranjeros,"41,51 €","<div> Written by noted quantum computing theorist Scott Aaronson, this book takes readers on a tour through some of the deepest ideas of maths, computer science and physics. Aaronson's informal style makes this book a fascinating read for students and researchers working in physics, computer science, mathematics and philosophy.</div>",Tapa blanda: 404 páginas,Editor: Cambridge University Press (14 de marzo de 2013),Idioma: Inglés,ISBN-10: 9780521199568,ASIN: 0521199565
90,Quantum Computing from the Ground Up: Amazon.es: Riley Tipton Perry: Libros en idiomas extranjeros,"48,88 €","<div> Quantum computing - the application of quantum mechanics to information - represents a fundamental break from classical information and promises to dramatically increase a computer's power. Many difficult problems, such as the factorization of large numbers, have so far resisted attack by classical computers yet are easily solved with quantum computers. If they become feasible, quantum computers will end standard practices such as RSA encryption.Most of the books or papers on quantum computing require (or assume) prior knowledge of certain areas such as linear algebra or quantum mechanics. The majority of the currently-available literature is hard to understand for the average computer enthusiast or interested layman. This text attempts to teach quantum computing from the ground up in an easily readable way, providing a comprehensive tutorial that includes all the necessary mathematics, computer science and physics.</div>",Tapa blanda: 258 páginas,Editor: World Scientific Publishing Company (11 de julio de 2012),Idioma: Inglés,ISBN-10: 9814412112,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
91,"Effective Computation in Physics: Amazon.es: Anthony Scopatz, Kathryn D. Huff: Libros en idiomas extranjeros","39,87 €","<div> <div><p>More physicists today are taking on the role of software developer as part of their research, but software development isn’t always easy or obvious, even for physicists. This practical book teaches essential software development skills to help you automate and accomplish nearly any aspect of research in a physics-based field.</p><p>Written by two PhDs in nuclear engineering, this book includes practical examples drawn from a working knowledge of physics concepts. You’ll learn how to use the Python programming language to perform everything from collecting and analyzing data to building software and publishing your results.</p><p>In four parts, this book includes:</p><ul><li><b>Getting Started:</b> Jump into Python, the command line, data containers, functions, flow control and logic, and classes and objects</li><li><b>Getting It Done:</b> Learn about regular expressions, analysis and visualization, NumPy, storing data in files and HDF5, important data structures in physics, computing in parallel, and deploying software</li><li><b>Getting It Right:</b> Build pipelines and software, learn to use local and remote version control, and debug and test your code</li><li><b>Getting It Out There:</b> Document your code, process and publish your findings, and collaborate efficiently; dive into software licenses, ownership, and copyright procedures</li></ul></div></div>",Tapa blanda: 552 páginas,Editor: O'Reilly Media; Edición: 1 (5 de julio de 2015),Idioma: Inglés,ISBN-10: 1491901535,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
92,EL LHC Y LA FRONTERA DE LA FÍSICA: 100 ¿Qué sabemos de?: Amazon.es: Alberto Casas González: Libros,"11,40 €","<div> Diez años después de la primera edición de este libro, Alberto Casas actualiza y amplía este viaje fasci¬nante por la ciencia básica y por la física fundamental. Rea¬liza un sugerente recorrido por la historia de las ideas más importantes en las que se basa nuestra comprensión actual de la naturaleza y expone las preguntas aún sin respuesta, hasta llegar a la frontera actual de la física y lo que puede haber más allá de la misma. ¿Qué es y para qué sirve el LHC? ¿Entraña algún peligro para el planeta?</div>",Tapa blanda: 142 páginas,Editor: Consejo Superior de Investigaciones Cientificas (13 de marzo de 2019),Colección: ¿Qué sabemos de?,Idioma: Español,ISBN-13: 978-8400104641
93,"Fundamentos de Física: Mecánica 3º edición revisada y aumentada Techné: Amazon.es: Joaquín Tovar Pescador, Juan Hernández Álvaro: Libros","19,00 €","<div> El libro ""Fundamentos de Física: Mecánica"", surgido de la amplia experiencia docente de los autores, pone en manos de los estudiantes un texto de referencia, en forma de manual, donde se recogen los conceptos de Física que componen el programa de la asignatura de Física en una gran cantidad de Titulaciones de Grado correspondientes a las áreas de Ciencias o de Ingeniería. Su estructura permite que sea un texto que pueda adecuarse a la metodología a seguir en el espacio europeo de educación superior. El nuevo sistema europeo de créditos hace muy necesario publicaciones que sirvan para que el estudiante tenga referencias claras y donde los contenidos estén presentados de forma rigurosa, al tiempo que haya una cierta homogeneidad en el desarrollo de los temas, facilitando de esta forma su estudio. La tercera de edición incorpora, respecto a las ediciones anteriores, una gran cantidad de problemas propuestos con sus soluciones y cuya resolución detallada se puede encontrar en el libro de los mismos autores, ""Problemas de física: mecánica"". De esta manera se proporciona al estudiante tanto la parte teórica como la aplicación de la misma mediante la solución de problemas.</div>",Tapa blanda: 363 páginas,Editor: Editorial Universidad de Jaén; Edición: 3 (12 de marzo de 2012),Colección: Techné,Idioma: Español,ISBN-13: 978-8484396253
94,An Introduction to Computational Fluid Dynamics: The Finite Volume Method: Amazon.es: H. Versteeg: Libros en idiomas extranjeros,"Comprar nuevo



65,11 €","<div> This established, leading textbook, is suitable for courses in CFD. The new edition covers new techniques and methods, as well as considerable expansion of the advanced topics and applications (from one to four chapters). This book presents the fundamentals of computational fluid mechanics for the novice user. It provides a thorough yet user-friendly introduction to the governing equations and boundary conditions of viscous fluid flows, turbulence and its modelling, and the finite volume method of solving flow problems on computers.</div>",Tapa blanda: 520 páginas,Editor: Prentice Hall; Edición: 2nd rev. ed (6 de febrero de 2007),Idioma: Inglés,ISBN-10: 0131274988,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
95,Computing with Quantum Cats: From Alan Turing to Teleportation: Amazon.es: John Gribbin: Libros en idiomas extranjeros,"15,90 €","<div> Pioneering study of the science behind quantum computing and what the new quantum reality will mean for mankind.<br/> The quantum computer is no longer the stuff of science fiction. Pioneering physicists are on the brink of unlocking a new quantum universe which provides a better representation of reality than our everyday experiences and common sense ever could. The birth of quantum computers -- which, like Schrödinger's famous 'dead and alive' cat, rely on entities like electrons, photons or atoms existing in two states at the same time -- is set to turn the computing world on its head. In his fascinating study of this cutting-edge technology, John Gribbin updates his previous views on the nature of quantum reality, arguing for a universe of many parallel worlds where 'everything is real'. Looking back to Alan Turing's work on the Enigma machine and the first electronic computer, Gribbin explains how quantum theory developed to make quantum computers work in practice as well as in principle. He takes us beyond the arena of theoretical physics to explore their practical applications -- from machines which learn through 'intuition' and trial and error to unhackable laptops and smartphones. And he investigates the potential for this extraordinary science to create a world where communication occurs faster than light and teleportation is possible.</div>",Tapa blanda: 304 páginas,Editor: Black Swan (2 de julio de 2015),Idioma: Inglés,ISBN-10: 9780552779319,ASIN: 0552779318
96,"100 problemas de Física Estadística (Cien Problemas): Amazon.es: Carlos Fernandez Tejero, Juan M. Rodriguez Parrondo: Libros","13,58 €","<div> Los 100 problemas de física estadística que presentan los profesores Carlos Fernández Tejero y Juan M. Rodríguez Parrondo cubren los aspectos básicos de esta importante rama de la física (descripción estadística de sistemas dinámicos, colectividades, etc.), incluyendo además aplicaciones tan importantes como el tratamiento de los fluidos reales y el ferromagnetismo.</div>",Tapa blanda: 264 páginas,Editor: Grupo Anaya Publicaciones Generales; Edición: edición (20 de diciembre de 1996),Colección: Cien Problemas,Idioma: Español,ISBN-13: 978-8420686349
97,"Half Life: The Divided Life of Bruno Pontecorvo, Physicist or Spy: Amazon.es: Frank Close: Libros en idiomas extranjeros","11,56 €","<div> The memo landed on Kim Philby's desk in Washington, DC, in July 1950. Three months later, Bruno Pontecorvo, a physicist at Harwell, Britain's atomic energy lab, disappeared without a trace. When he re-surfaced six years later, he was on the other side of the Iron Curtain. One of the most brilliant scientists of his generation, Pontecorvo was privy to many secrets: he had worked on the Anglo-Canadian arm of the Manhattan Project, and quietly discovered a way to find the uranium coveted by nuclear powers. Yet when he disappeared MI5 insisted he was not a threat. Now, based on unprecedented access to archives, letters, surviving family members and scientists, award-winning writer and physics professor Frank Close exposes the truth about a man irrevocably marked by the advent of the atomic age and the Cold War.</div>",Tapa blanda: 400 páginas,Editor: Oneworld Publications (3 de septiembre de 2015),Idioma: Inglés,ISBN-10: 1780747462,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
98,Theoretical Physics (Dover Books on Physics): Amazon.es: Georg Joos: Libros en idiomas extranjeros,"Comprar nuevo



25,11 €","<div> Classic one-volume treatise covers mathematical topics needed by theoretical and experimental physicists (vector analysis, calculus of variations, etc.), followed by extensive coverage of mechanics, electromagnetic theory, thermodynamics, quantum mechanics, and nuclear physics. Indispensable reference for graduates and undergraduates.</div>",Tapa blanda: 885 páginas,Editor: Dover Publications Inc.; Edición: 3 Revised edition (17 de marzo de 2003),Colección: Dover Books on Physics,Idioma: Inglés,ISBN-13: 978-0486652276
99,"Modern Condensed Matter Physics: Amazon.es: Steven M. Girvin, Kun Yang: Libros en idiomas extranjeros","64,29 €","<div> Modern Condensed Matter Physics brings together the most important advances in the field of recent decades. It provides instructors teaching graduate-level condensed matter courses with a comprehensive and in-depth textbook that will prepare graduate students for research or further study as well as reading more advanced and specialized books and research literature in the field. This textbook covers the basics of crystalline solids as well as analogous optical lattices and photonic crystals, while discussing cutting-edge topics such as disordered systems, mesoscopic systems, many-body systems, quantum magnetism, Bose–Einstein condensates, quantum entanglement, and superconducting quantum bits. Students are provided with the appropriate mathematical background to understand the topological concepts that have been permeating the field, together with numerous physical examples ranging from the fractional quantum Hall effect to topological insulators, the toric code, and majorana fermions. Exercises, commentary boxes, and appendices afford guidance and feedback for beginners and experts alike.</div>",Tapa dura: 717 páginas,Editor: Cambridge University Press (28 de febrero de 2019),Idioma: Inglés,ISBN-10: 110713739X,"Valoración media de los clientes:


    Sé el primero en opinar sobre este producto"
100,Biología cuántica: 105 (Que sabemos de): Amazon.es: Salvador Miret Artés: Libros,"11,40 €","<div> Desde que en 1943 Pascual Jordan acuñara el término de biología cuántica y en 1944 Erwin Schrödinger, con su libro What’s life?, abriera el camino a la biología molecular se ha hablado mucho de las consecuencias de describir la vida en términos o conceptos cuánticos; en particular, de efectos triviales y no triviales. Los efectos triviales provienen del hecho que toda sustancia está hecha de moléculas, átomos, electrones, protones, etc. Más recientemente, en 2007, se produjo la primera confirmación experimental de que la mecánica cuántica podría estar detrás de procesos vitales como la propia fotosíntesis y se empezó a hablar de efectos no triviales cuánticos tales como entrelazamiento, efecto túnel, coherencia y latidos cuánticos, decoherencia, quiralidad, etc. La biología cuántica surge de la unión de la física, la química y la biología. El tema que trata es el de la propia vida. Sin lugar a dudas, toda la investigación básica llevada a cabo en la biología cuántica tendrá aplicaciones futuras directas en nuestra sociedad que conllevarán el cambio de muchos paradigmas.</div>",Tapa blanda: 144 páginas,Editor: Los Libros de la Catarata (30 de mayo de 2019),Colección: Que sabemos de,Idioma: Español,ISBN-13: 978-8490977231
101,Black Holes & Time Warps: Einstein's Outrageous Legacy Commonwealth Fund Book Program: Amazon.es: Kip Thorne: Libros en idiomas extranjeros,"Comprar nuevo



15,28 €","<div> Which of these bizarre phenomena, if any, can really exist in our universe? Black holes, down which anything can fall but from which nothing can return; wormholes, short spacewarps connecting regions of the cosmos; singularities, where space and time are so violently warped that time ceases to exist and space becomes a kind of foam; gravitational waves, which carry symphonic accounts of collisions of black holes billions of years ago; and time machines, for traveling backward and forward in time. Kip Thorne, along with fellow theorists Stephen Hawking and Roger Penrose, a cadre of Russians, and earlier scientists such as Oppenheimer, Wheeler and Chandrasekhar, has been in the thick of the quest to secure answers. In this masterfully written and brilliantly informed work of scientific history and explanation, Dr. Thorne, a Nobel Prize-winning physicist and the Feynman Professor of Theoretical Physics Emeritus at Caltech, leads his readers through an elegant, always human, tapestry of interlocking themes, coming finally to a uniquely informed answer to the great question: what principles control our universe and why do physicists think they know the things they think they know? Stephen Hawking's A Brief History of Time has been one of the greatest best-sellers in publishing history. Anyone who struggled with that book will find here a more slowly paced but equally mind-stretching experience, with the added fascination of a rich historical and human component. Winner of the Phi Beta Kappa Award in Science.</div>",Tapa blanda: 624 páginas,Editor: WW Norton & Co; Edición: New e. (17 de enero de 1995),Colección: Commonwealth Fund Book Program,Idioma: Inglés,ISBN-13: 978-0393312768
102,Quantum Mechanics (Manchester Physics Series): Amazon.es: Mandl: Libros en idiomas extranjeros,"40,72 €","<div> The Manchester Physics Series General Editors: D. J. Sandiford; F. Mandl; A. C. Phillips Department of Physics and Astronomy, University of Manchester Properties of Matter B. H. Flowers and E. Mendoza Optics Second Edition F. G. Smith and J. H. Thomson Statistical Physics Second Edition F. Mandl Electromagnetism Second Edition I. S. Grant and W. R. Phillips Statistics R. J. Barlow Solid State Physics Second Edition J. R. Hook and H. E. Hall Quantum Mechanics F. Mandl Particle Physics Second Edition B. R. Martin and G. Shaw The Physics of Stars Second Edition A. C. Phillips Computing for Scientists R. J. Barlow and A. R. Barnett Quantum Mechanics aims to teach those parts of the subject which every physicist should know. The object is to display the inherent structure of quantum mechanics, concentrating on general principles and on methods of wide applicability without taking them to their full generality. This book will equip students to follow quantum--mechanical arguments in books and scientific papers, and to cope with simple cases. To bring the subject to life, the theory is applied to the all--important field of atomic physics. No prior knowledge of quantum mechanics is assumed. However, it would help most readers to have met some elementary wave mechanics before. Primarily written for students, it should also be of interest to experimental research workers who require a good grasp of quantum mechanics without the full formalism needed by the professional theorist. Quantum Mechanics features:* A flow diagram allowing topics to be studied in different orders or omitted altogether.* Optional ""starred"" and highlighted sections containing more advanced and specialized material for the more ambitious reader.* Sets of problems at the end of each chapter to help student understanding. Hints and solutions to the problems are given at the end of the book.</div>",Tapa blanda: 316 páginas,Editor: John Wiley & Sons (16 de abril de 1992),Colección: Manchester Physics Series,Idioma: Inglés,ISBN-13: 978-0471931553
103,"An Introduction To Quantum Field Theory: Amazon.es: Michael E. Peskin, Daniel V. Schroeder: Libros en idiomas extranjeros","Comprar nuevo



56,42 €","<div> <p><strong>An Introduction to Quantum Field Theory</strong> is a textbook intended for the graduate physics course covering relativistic quantum mechanics, quantum electrodynamics, and Feynman diagrams. The authors make these subjects accessible through carefully worked examples illustrating the technical aspects of the subject, and intuitive explanations of what is going on behind the mathematics. </p><p>After presenting the basics of quantum electrodynamics, the authors discuss the theory of renormalization and its relation to statistical mechanics, and introduce the renormalization group. This discussion sets the stage for a discussion of the physical principles that underlie the fundamental interactions of elementary particle physics and their description by gauge field theories.</p></div>",Tapa blanda: 866 páginas,Editor: CRC Press; Edición: 1 (11 de septiembre de 2019),Idioma: Inglés,ISBN-10: 0367320568,"Valoración media de los clientes:




2.0 de un máximo de 5 estrellas






      1 opinión de cliente"
104,"Física (Grandes Vidas de la España de Nuestro Tiempo): Amazon.es: Antonio Moreno González, Antonio Hernando Grande, Francisco González de Posada, Fernando Rico Rodríguez: Libros","7,60 €","<div> Esta obra constituye el tercer número de la colección GRANDES VIDAS DE LA ESPAÑA DE NUESTRO TIEMPO, cuyo objetivo es recoger la vida y obra de los pensadores españoles a partir del siglo XIX. El tercer volumen recoge las conferencias impartidas por cuatro prestigiosos profesores sobre la trayectoria profesional y personal de cuatro grandes científicos: Antonio Moreno González, Antonio Hernando Grande, Francisco González de Posada y Fernando Rico Rodríguez.</div>",Tapa blanda: 180 páginas,Editor: Editorial Universitaria Ramón Areces; Edición: 1 (1 de abril de 2008),Colección: Grandes Vidas de la España de Nuestro Tiempo,Idioma: Español,ISBN-13: 978-8480048279
105,"CLASSICAL ELECTRODYNAMICS, 3RD Ed: Amazon.es: John David Jackson: Libros en idiomas extranjeros","27,31 €



                            + EUR 2,99 de gastos de envío
                        ",,Tapa blanda: 832 páginas,Editor: Wiley India (2009),Idioma: Inglés,ISBN-10: 9788126510948,ASIN: 8126510943
106,"Life on the Edge: The Coming of Age of Quantum Biology: Amazon.es: Jim Al-Khalili, Johnjoe McFadden: Libros en idiomas extranjeros","14,93 €","<div> Life is the most extraordinary phenomenon in the known universe; but how does it work? Even in this age of cloning and synthetic biology, the remarkable truth remains: nobody has ever made anything living entirely out of dead material. Life remains the only way to make life. Are we missing a vital ingredient in its creation?<br/><br/> Like Richard Dawkins' <i>The Selfish Gene</i>, which provided a new perspective on evolution, <i>Life on the Edge </i>alters our understanding of life's dynamics as Jim Al-Khalili and Johnjoe Macfadden reveal the hitherto missing ingredient to be quantum mechanics. Drawing on recent ground-breaking experiments around the world, they show how photosynthesis relies on subatomic particles existing in many places at once, while inside enzymes, those workhorses of life that make every molecule within our cells, particles vanish from one point in space and instantly materialize in another. <br/><br/> Each chapter in<i> Life on the Edge </i>opens with an engaging example that illustrates one of life’s puzzles – How do migrating birds know where to go? How do we really smell the scent of a rose? How do our genes manage to copy themselves with such precision? – and then reveals how quantum mechanics delivers its answer. Guiding the reader through the maze of rapidly unfolding discovery, Al-Khalili and McFadden communicate vividly the excitement of this explosive new field of quantum biology, with its potentially revolutionary applications, and also offer insights into the biggest puzzle of all: what is life?</div>",Tapa blanda: 464 páginas,Editor: Black Swan; Edición: 01 (24 de septiembre de 2015),Idioma: Inglés,ISBN-10: 0552778079,"Valoración media de los clientes:




5.0 de un máximo de 5 estrellas






      2 opiniones de clientes"
107,"Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry, and Engineering, Second Edition: Amazon.es: Steven H. Strogatz: Libros en idiomas extranjeros","60,13 €


+ Envío GRATIS","<div> <p>This textbook is aimed at newcomers to nonlinear dynamics and chaos, especially students taking a first course in the subject. The presentation stresses analytical methods, concrete examples, and geometric intuition. The theory is developed systematically, starting with first-order differential equations and their bifurcations, followed by phase plane analysis, limit cycles and their bifurcations, and culminating with the Lorenz equations, chaos, iterated maps, period doubling, renormalization, fractals, and strange attractors.</p> <p>A unique feature of the book is its emphasis on applications. These include mechanical vibrations, lasers, biological rhythms, superconducting circuits, insect outbreaks, chemical oscillators, genetic control systems, chaotic waterwheels, and even a technique for using chaos to send secret messages. In each case, the scientific background is explained at an elementary level and closely integrated with mathematical theory.</p> <p>In the twenty years since the first edition of this book appeared, the ideas and techniques of nonlinear dynamics and chaos have found application to such exciting fields as systems biology, evolutionary game theory, and socio-physics. This second edition includes new exercises on these cutting-edge developments, on topics as varied as curiosities of visual perception and the tumultuous love dynamics in <em>Gone with the Wind.</em></p></div>",Tapa blanda: 531 páginas,Editor: CRC Press; Edición: 2 (29 de julio de 2014),Idioma: Inglés,ISBN-10: 0813349109,"Valoración media de los clientes:




4.5 de un máximo de 5 estrellas






      3 opiniones de clientes"
108,"Bases Físicas Del Medio Ambiente (UNIDAD DIDÁCTICA): Amazon.es: Josep Español Garrigos, José Javier García Sanz, Ignacio Zúñiga López: Libros",,,Tapa blanda: 403 páginas,Editor: UNED; Edición: 1 (16 de junio de 2004),Colección: UNIDAD DIDÁCTICA,Idioma: Español,ISBN-13: 978-8436233346
109,Generaciones cuánticas (Ciencia): Amazon.es: Helge Kragh: Libros,"26,63 €","<div> La primera historia exhaustiva de la física del siglo XX en un solo volumen es un libro que nos lleva desde el descubrimiento de los rayos X a mediados de la década de 1890 hasta la teoría de las supercuerdas de los años noventa. A diferencia de las historias de la física narradas sólo desde una perspectiva científica, o desde una perspectiva social e institucional, Generaciones cuánticas combina ambas aproximaciones: Kragh escribe sobre la ciencia pura con la experiencia de un físico competente, pero con un estilo ameno y accesible para los no especialistas, prestando atención a los aplicaciones prácticas de la ciencia, desde los discos compactos hasta las centrales nucleares.</div>",Tapa dura: 480 páginas,Editor: Ediciones Akal; Edición: 1 (1 de febrero de 2007),Colección: Ciencia,Idioma: Español,ISBN-13: 978-8446017226
110,Física general (32ª edición): Amazon.es: Santiago Burbano: Libros,"45,50 €



                            + EUR 2,77 de gastos de envío
                        ","<div> Un clásico entre los manuales de física universitaria, incluye todos los conocimientos que se requieren en física general.Con el objetivo de reforzar los conocimientos teóricos adquiridos en cada tema, se proponen a lo largo de todo el texto un total de 2.100 problemas cuya solución se encuentra en el libro ""problemas de física"" de los mismos autores y también publicado por Editorial Tébar.</div>",Tapa blanda: 800 páginas,Editor: Editorial Tébar Flores; Edición: 32 (28 de diciembre de 2009),Idioma: Español,ISBN-10: 8495447827,"Valoración media de los clientes:




4.3 de un máximo de 5 estrellas






      9 opiniones de clientes"
111,Stars: A Very Short Introduction Very Short Introductions: Amazon.es: Andrew King: Libros en idiomas extranjeros,"9,72 €","<div> Every atom of our bodies has been part of a star. Our very own star, the Sun, is crucial to the development and sustainability of life on Earth. This <em>Very Short Introduction</em> presents a modern, authoritative examination of how stars live, producing all the chemical elements beyond helium, and how they die, sometimes spectacularly, to end as remnants such as black holes. <br/><br/> Andrew King shows how understanding the stars is key to understanding the galaxies they inhabit, and thus the history of our entire Universe, as well as the existence of planets like our own. King presents a fascinating exploration of the science of stars, from the mechanisms that allow stars to form and the processes that allow them to shine, as well as the results of their inevitable death. <br/><br/> ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.</div>",Tapa blanda: 136 páginas,Editor: OUP Oxford (26 de julio de 2012),Colección: Very Short Introductions,Idioma: Inglés,ISBN-13: 978-0199602926
112,Stars: A Very Short Introduction Very Short Introductions: Amazon.es: Andrew King: Libros en idiomas extranjeros,"9,72 €","<div> Every atom of our bodies has been part of a star. Our very own star, the Sun, is crucial to the development and sustainability of life on Earth. This <em>Very Short Introduction</em> presents a modern, authoritative examination of how stars live, producing all the chemical elements beyond helium, and how they die, sometimes spectacularly, to end as remnants such as black holes. <br/><br/> Andrew King shows how understanding the stars is key to understanding the galaxies they inhabit, and thus the history of our entire Universe, as well as the existence of planets like our own. King presents a fascinating exploration of the science of stars, from the mechanisms that allow stars to form and the processes that allow them to shine, as well as the results of their inevitable death. <br/><br/> ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.</div>",Tapa blanda: 136 páginas,Editor: OUP Oxford (26 de julio de 2012),Colección: Very Short Introductions,Idioma: Inglés,ISBN-13: 978-0199602926
113,Cosmology: A Very Short Introduction Very Short Introductions: Amazon.es: Peter Coles: Libros en idiomas extranjeros,"11,18 €","<div> This book is a simple, non-technical introduction to cosmology, explaining what it is and what cosmologists do. Peter Coles discusses the history of the subject, the development of the Big Bang theory, and more speculative modern issues like quantum cosmology, superstrings, and dark matter. <br/> ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.</div>",Tapa blanda: 160 páginas,Editor: OUP Oxford (23 de agosto de 2001),Colección: Very Short Introductions,Idioma: Inglés,ISBN-13: 978-0192854162
